Year,Team,Name,Salary,nameFirst,nameLast,cleanFirst,cleanLast,playerID
2023,HOU,Alex Bregman,28500000,Alex,Bregman,alex,bregman,bregmal01
2023,HOU,Jose Altuve,26000000,Jose,Altuve,jose,altuve,altuvjo01
2023,HOU,Jose Abreu,19500000,Jose,Abreu,jose,abreu,abreujo01
2023,HOU,Ryan Pressly,14000000,Ryan,Pressly,ryan,pressly,pressry01
2023,HOU,Michael Brantley,12000000,Michael,Brantley,michael,brantley,brantmi02
2023,HOU,Yordan Alvarez,12000000,Yordan,Alvarez,yordan,alvarez,alvaryo01
2023,HOU,Rafael Montero,11900000,Rafael,Montero,rafael,montero,montera01
2023,HOU,Hector Neris,8000000,Hector,Neris,hector,neris,nerishe01
2023,HOU,Framber Valdez,6800000,Framber,Valdez,framber,valdez,valdefr01
2023,HOU,Kyle Tucker,5000000,Kyle,Tucker,kyle,tucker,tuckeky01
2023,HOU,Cristian Javier,5000000,Cristian,Javier,cristian,javier,javiecr01
2023,HOU,Martin Maldonado,4000000,Martin,Maldonado,martin,maldonado,maldoma01
2023,HOU,Jose Urquidy,3025000,Jose,Urquidy,jose,urquidy,urquijo01
2023,HOU,Kendall Graveman,2795715,Kendall,Graveman,kendall,graveman,graveke01
2023,HOU,Phil Maton,2550000,Phil,Maton,phil,maton,matonph01
2023,HOU,Mauricio Dubon,1400000,Mauricio,Dubon,mauricio,dubon,dubonma01
2023,HOU,Chas McCormick,1206101,Chas,McCormick,chas,mccormick,mccorch01
2023,HOU,Jeremy Pena,1117262,Jeremy,Pena,jeremy,pena,penaje02
2023,HOU,Yainer Diaz,1053408,Yainer,Diaz,yainer,diaz,diazya02
2023,HOU,Bryan Abreu,1049307,Bryan,Abreu,bryan,abreu,abreubr01
2023,HOU,J.P. France,848243,J.P.,France,jp,france,francjp01
2023,HOU,Jake Meyers,732000,Jake,Meyers,jake,meyers,meyerja02
2023,HOU,Hunter Brown,725000,Hunter,Brown,hunter,brown,brownhu01
2023,HOU,Seth Martinez,498602,Seth,Martinez,seth,martinez,martise01
2023,HOU,Grae Kessinger,456778,Grae,Kessinger,grae,kessinger,kessigr01
2023,HOU,Jon Singleton,209034,Jon,Singleton,jon,singleton,singljo02
2023,HOU,Bennett Sousa,65807,Bennett,Sousa,bennett,sousa,sousabe01
2023,HOU,Lance McCullers,15250000,Lance,McCullers,lance,mccullers,mcculla01
2023,HOU,Luis Garcia,763200,Luis,Garcia,luis,garcia,garcilu04
2023,SEA,Julio Rodriguez,21190349,Julio,Rodriguez,julio,rodriguez,rodriju01
2023,SEA,Luis Castillo,17025000,Luis,Castillo,luis,castillo,castilu01
2023,SEA,Teoscar Hernandez,14000000,Teoscar,Hernandez,teoscar,hernandez,hernate01
2023,SEA,Eugenio Suarez,11000000,Eugenio,Suarez,eugenio,suarez,suareeu01
2023,SEA,J.P. Crawford,10000000,J.P.,Crawford,jp,crawford,crawfjp01
2023,SEA,Ty France,4100000,Ty,France,ty,france,francty01
2023,SEA,Dylan Moore,2250000,Dylan,Moore,dylan,moore,mooredy01
2023,SEA,Andres Munoz,1500000,Andres,Munoz,andres,munoz,munozan01
2023,SEA,George Kirby,1371307,George,Kirby,george,kirby,kirbyge01
2023,SEA,Cal Raleigh,1365285,Cal,Raleigh,cal,raleigh,raleica01
2023,SEA,Logan Gilbert,1236299,Logan,Gilbert,logan,gilbert,gilbelo01
2023,SEA,Jose Caballero,933544,Jose,Caballero,jose,caballero,cabaljo01
2023,SEA,Josh Rojas,858328,Josh,Rojas,josh,rojas,rojasjo03
2023,SEA,Bryce Miller,856825,Bryce,Miller,bryce,miller,millebr01
2023,SEA,Jarred Kelenic,729400,Jarred,Kelenic,jarred,kelenic,kelenja01
2023,SEA,Matt Brash,725800,Matt,Brash,matt,brash,brashma01
2023,SEA,Gabe Speier,720000,Gabe,Speier,gabe,speier,speiega01
2023,SEA,Justin Topa,677419,Justin,Topa,justin,topa,topaju01
2023,SEA,Tayler Saucedo,642420,Tayler,Saucedo,tayler,saucedo,sauceta01
2023,SEA,Mike Ford,468391,Mike,Ford,mike,ford,fordmi01
2023,SEA,Bryan Woo,464520,Bryan,Woo,bryan,woo,woobr01
2023,SEA,Sam Haggerty,425754,Sam,Haggerty,sam,haggerty,haggesa01
2023,SEA,Trent Thornton,360192,Trent,Thornton,trent,thornton,thorntr01
2023,SEA,Isaiah Campbell,321293,Isaiah,Campbell,isaiah,campbell,campbis01
2023,SEA,Dominic Canzone,240002,Dominic,Canzone,dominic,canzone,canzodo01
2023,SEA,Dominic Leone,124992,Dominic,Leone,dominic,leone,leonedo01
2023,SEA,Luis Torrens,73549,Luis,Torrens,luis,torrens,torrelu01
2023,SEA,Prelander Berroa,15484,Prelander,Berroa,prelander,berroa,berropr01
2023,SEA,Robbie Ray,21000000,Robbie,Ray,robbie,ray,rayro01
2023,SEA,Evan White,3000000,Evan,White,evan,white,whiteev01
2023,SEA,Tom Murphy,1625000,Tom,Murphy,tom,murphy,murphto04
2023,SEA,Penn Murfee,727000,Penn,Murfee,penn,murfee,murfepe01
2023,SEA,Easton McGee,600005,Easton,McGee,easton,mcgee,mcgeeea01
2023,SEA,Emerson Hancock,205163,Emerson,Hancock,emerson,hancock,hancoem01
2023,TEX,Corey Seager,35000000,Corey,Seager,corey,seager,seageco01
2023,TEX,Marcus Semien,26000000,Marcus,Semien,marcus,semien,semiema01
2023,TEX,Martin Perez,19650000,Martin,Perez,martin,perez,perezma01
2023,TEX,Nathan Eovaldi,19600000,Nathan,Eovaldi,nathan,eovaldi,eovalna01
2023,TEX,Andrew Heaney,12000000,Andrew,Heaney,andrew,heaney,heanean01
2023,TEX,Jose Leclerc,6000000,Jose,Leclerc,jose,leclerc,leclejo01
2023,TEX,Aroldis Chapman,4374973,Aroldis,Chapman,aroldis,chapman,chapmar01
2023,TEX,Nate Lowe,4050000,Nate,Lowe,nate,lowe,lowena01
2023,TEX,Will Smith,4000000,Will,Smith,will,smith,smithwi05
2023,TEX,Mitch Garver,3900000,Mitch,Garver,mitch,garver,garvemi01
2023,TEX,Jordan Montgomery,3387069,Jordan,Montgomery,jordan,montgomery,montgjo01
2023,TEX,Robbie Grossman,2000000,Robbie,Grossman,robbie,grossman,grossro01
2023,TEX,Jonah Heim,1805966,Jonah,Heim,jonah,heim,heimjo01
2023,TEX,Austin Hedges,1639802,Austin,Hedges,austin,hedges,hedgeau01
2023,TEX,Travis Jankowski,1250000,Travis,Jankowski,travis,jankowski,jankotr01
2023,TEX,Dane Dunning,1189478,Dane,Dunning,dane,dunning,dunnida01
2023,TEX,Josh Jung,1083905,Josh,Jung,josh,jung,jungjo01
2023,TEX,Leody Taveras,1069825,Leody,Taveras,leody,taveras,taverle01
2023,TEX,Jonathan Hernandez,995000,Jonathan,Hernandez,jonathan,hernandez,hernajo01
2023,TEX,Chris Stratton,948402,Chris,Stratton,chris,stratton,stratch01
2023,TEX,Adolis Garcia,747760,Adolis,Garcia,adolis,garcia,garciad02
2023,TEX,Brock Burke,742840,Brock,Burke,brock,burke,burkebr01
2023,TEX,Josh Sborz,733450,Josh,Sborz,josh,sborz,sborzjo01
2023,TEX,Josh H. Smith,727095,Josh H.,Smith,joshh,smith,smithjo09
2023,TEX,Ezequiel Duran,724170,Ezequiel,Duran,ezequiel,duran,duranez01
2023,TEX,Cody Bradford,317422,Cody,Bradford,cody,bradford,bradfco01
2023,TEX,Evan Carter,89033,Evan,Carter,evan,carter,carteev01
2023,TEX,Matt Bush,7742,Matt,Bush,matt,bush,bushma01
2023,TEX,Jacob deGrom,30000000,Jacob,deGrom,jacob,degrom,degroja01
2023,TEX,Jon Gray,15000000,Jon,Gray,jon,gray,grayjo01
2023,TEX,Jake Odorizzi,4500000,Jake,Odorizzi,jake,odorizzi,odorija01
2023,TEX,Brad Miller,4000000,Brad,Miller,brad,miller,millebr01
2023,TEX,Brett Martin,1275000,Brett,Martin,brett,martin,martibr01
2023,TEX,Ian Kennedy,100646,Ian,Kennedy,ian,kennedy,kenneia01
2023,OAK,Trevor May,7125000,Trevor,May,trevor,may,maytr01
2023,OAK,Aledmys Diaz,6750000,Aledmys,Diaz,aledmys,diaz,diazal01
2023,OAK,Tony Kemp,3725000,Tony,Kemp,tony,kemp,kempto01
2023,OAK,Paul Blackburn,1900000,Paul,Blackburn,paul,blackburn,blackpa01
2023,OAK,Brent Rooker,1037879,Brent,Rooker,brent,rooker,rookebr01
2023,OAK,Ryan Noda,1030538,Ryan,Noda,ryan,noda,nodary01
2023,OAK,Carlos Perez,740000,Carlos,Perez,carlos,perez,perezca02
2023,OAK,Seth Brown,730000,Seth,Brown,seth,brown,brownse01
2023,OAK,JP Sears,720000,JP,Sears,jp,sears,searsjp01
2023,OAK,Shea Langeliers,720000,Shea,Langeliers,shea,langeliers,langesh01
2023,OAK,Ken Waldichuk,720000,Ken,Waldichuk,ken,waldichuk,waldike01
2023,OAK,Mason Miller,720000,Mason,Miller,mason,miller,millema01
2023,OAK,Esteury Ruiz,720000,Esteury,Ruiz,esteury,ruiz,ruizes01
2023,OAK,Zack Gelof,693665,Zack,Gelof,zack,gelof,gelofza01
2023,OAK,Dany Jimenez,678252,Dany,Jimenez,dany,jimenez,jimenda01
2023,OAK,J.J. Bleday,584521,J.J.,Bleday,jj,bleday,bledajj01
2023,OAK,Luis Medina,561295,Luis,Medina,luis,medina,medinlu01
2023,OAK,Nick Allen,541940,Nick,Allen,nick,allen,allenni02
2023,OAK,Lucas Erceg,522585,Lucas,Erceg,lucas,erceg,erceglu01
2023,OAK,Jordan Diaz,487746,Jordan,Diaz,jordan,diaz,diazjo01
2023,OAK,Adrian Martinez,437423,Adrian,Martinez,adrian,martinez,martiad01
2023,OAK,Kyle Muller,394842,Kyle,Muller,kyle,muller,mulleky01
2023,OAK,Tyler Soderstrom,263228,Tyler,Soderstrom,tyler,soderstrom,soderty01
2023,OAK,Lawrence Butler,197421,Lawrence,Butler,lawrence,butler,butlela01
2023,OAK,Francisco Perez,190850,Francisco,Perez,francisco,perez,perezfr01
2023,OAK,Joe Boyle,54194,Joe,Boyle,joe,boyle,boylejo01
2023,OAK,Joey Estes,42581,Joey,Estes,joey,estes,estesjo01
2023,OAK,Drew Rucinski,3000000,Drew,Rucinski,drew,rucinski,rucindr01
2023,OAK,Zach Jackson,725000,Zach,Jackson,zach,jackson,jacksza01
2023,OAK,Freddy Tarnok,696780,Freddy,Tarnok,freddy,tarnok,tarnofr01
2023,OAK,Richard Lovelady,654193,Richard,Lovelady,richard,lovelady,lovelri01
2023,OAK,James Kaprielian,639775,James,Kaprielian,james,kaprielian,kaprija01
2023,OAK,Austin Pruitt,580650,Austin,Pruitt,austin,pruitt,pruitau01
2023,OAK,Yacksel Rios,398713,Yacksel,Rios,yacksel,rios,riosya01
2023,OAK,Angel Felipe,332906,Angel,Felipe,angel,felipe,felipan01
2023,OAK,Sean Newcomb,150969,Sean,Newcomb,sean,newcomb,newcose01
2023,LAA,Brandon Drury,8500000,Brandon,Drury,brandon,drury,drurybr01
2023,LAA,Carlos Estevez,6750000,Carlos,Estevez,carlos,estevez,estevca01
2023,LAA,David Fletcher,6000000,David,Fletcher,david,fletcher,fletcda02
2023,LAA,Brett Phillips,1200000,Brett,Phillips,brett,phillips,phillbr01
2023,LAA,Randal Grichuk,1111098,Randal,Grichuk,randal,grichuk,grichra01
2023,LAA,Jaime Barria,1050000,Jaime,Barria,jaime,barria,barrija01
2023,LAA,Reid Detmers,1014063,Reid,Detmers,reid,detmers,detmere01
2023,LAA,Griffin Canning,850000,Griffin,Canning,griffin,canning,cannigr01
2023,LAA,Mickey Moniak,812444,Mickey,Moniak,mickey,moniak,moniami01
2023,LAA,Jose Suarez,750000,Jose,Suarez,jose,suarez,suarejo01
2023,LAA,Matt Thaiss,740000,Matt,Thaiss,matt,thaiss,thaisma01
2023,LAA,Logan O'Hoppe,730000,Logan,O'Hoppe,logan,ohoppe,ohopplo01
2023,LAA,Zach Neto,654193,Zach,Neto,zach,neto,netoza01
2023,LAA,Davis Daniel,647625,Davis,Daniel,davis,daniel,danieda01
2023,LAA,Chad Wallach,603876,Chad,Wallach,chad,wallach,wallach01
2023,LAA,Ben Joyce,487746,Ben,Joyce,ben,joyce,joycebe01
2023,LAA,Jose Soriano,464520,Jose,Soriano,jose,soriano,soriajo01
2023,LAA,Chase Silseth,433552,Chase,Silseth,chase,silseth,silsech01
2023,LAA,Eduardo Escobar,387096,Eduardo,Escobar,eduardo,escobar,escobed01
2023,LAA,Mike Moustakas,379358,Mike,Moustakas,mike,moustakas,moustmi01
2023,LAA,Jo Adell,360003,Jo,Adell,jo,adell,adelljo01
2023,LAA,Andrew Wantz,322218,Andrew,Wantz,andrew,wantz,wantzan01
2023,LAA,Jimmy Herget,286272,Jimmy,Herget,jimmy,herget,hergeji01
2023,LAA,Michael Stefanic,174195,Michael,Stefanic,michael,stefanic,stefami01
2023,LAA,Nolan Schanuel,170324,Nolan,Schanuel,nolan,schanuel,schanno01
2023,LAA,Kenny Rosenberg,162582,Kenny,Rosenberg,kenny,rosenberg,rosenke01
2023,LAA,Carson Fulmer,27097,Carson,Fulmer,carson,fulmer,fulmeca01
2023,LAA,Kelvin Caceres,15484,Kelvin,Caceres,kelvin,caceres,cacerke01
2023,LAA,Anthony Rendon,37182796,Anthony,Rendon,anthony,rendon,rendoan01
2023,LAA,Mike Trout,35450000,Mike,Trout,mike,trout,troutmi01
2023,LAA,Shohei Ohtani,30000000,Shohei,Ohtani,shohei,ohtani,ohtansh01
2023,LAA,Tyler Anderson,13000000,Tyler,Anderson,tyler,anderson,anderty01
2023,LAA,Giovanny Urshela,8400000,Giovanny,Urshela,giovanny,urshela,urshegi01
2023,LAA,Aaron Loup,7500000,Aaron,Loup,aaron,loup,loupaa01
2023,LAA,Taylor Ward,2750000,Taylor,Ward,taylor,ward,wardta01
2023,LAA,Patrick Sandoval,2750000,Patrick,Sandoval,patrick,sandoval,sandopa01
2023,LAA,C.J. Cron,2416636,C.J.,Cron,cj,cron,croncj01
2023,LAA,Luis Rengifo,2300000,Luis,Rengifo,luis,rengifo,rengilu01
2023,LAA,Chris Rodriguez,740000,Chris,Rodriguez,chris,rodriguez,rodrich01
2023,LAA,Austin Warren,630973,Austin,Warren,austin,warren,warreau01
2023,LAA,Sam Bachman,495488,Sam,Bachman,sam,bachman,bachmsa01
2023,LAA,Kyren Paris,116130,Kyren,Paris,kyren,paris,parisky01
2023,PHI,Trea Turner,27272727,Trea,Turner,trea,turner,turnetr01
2023,PHI,Bryce Harper,26000000,Bryce,Harper,bryce,harper,harpebr03
2023,PHI,Zack Wheeler,24500000,Zack,Wheeler,zack,wheeler,wheelza01
2023,PHI,J.T. Realmuto,23875000,J.T.,Realmuto,jt,realmuto,realmjt01
2023,PHI,Nick Castellanos,20000000,Nick,Castellanos,nick,castellanos,casteni01
2023,PHI,Kyle Schwarber,20000000,Kyle,Schwarber,kyle,schwarber,schwaky01
2023,PHI,Taijuan Walker,18000000,Taijuan,Walker,taijuan,walker,walketa01
2023,PHI,Aaron Nola,16000000,Aaron,Nola,aaron,nola,nolaaa01
2023,PHI,Craig Kimbrel,10000000,Craig,Kimbrel,craig,kimbrel,kimbrcr01
2023,PHI,Matt Strahm,7500000,Matt,Strahm,matt,strahm,strahma01
2023,PHI,Gregory Soto,3925000,Gregory,Soto,gregory,soto,sotogr01
2023,PHI,Michael Lorenzen,3537639,Michael,Lorenzen,michael,lorenzen,lorenmi01
2023,PHI,Jose Alvarado,3500000,Jose,Alvarado,jose,alvarado,alvarjo01
2023,PHI,Ranger Suarez,2950000,Ranger,Suarez,ranger,suarez,suarera01
2023,PHI,Seranthony Dominguez,2500000,Seranthony,Dominguez,seranthony,dominguez,dominse01
2023,PHI,Jeff Hoffman,1600000,Jeff,Hoffman,jeff,hoffman,hoffmje01
2023,PHI,Bryson Stott,1362880,Bryson,Stott,bryson,stott,stottbr01
2023,PHI,Brandon Marsh,1265249,Brandon,Marsh,brandon,marsh,marshbr02
2023,PHI,Edmundo Sosa,950000,Edmundo,Sosa,edmundo,sosa,sosaed01
2023,PHI,Cristopher Sanchez,789790,Cristopher,Sanchez,cristopher,sanchez,sanchcr01
2023,PHI,Alec Bohm,748000,Alec,Bohm,alec,bohm,bohmal01
2023,PHI,Garrett Stubbs,741000,Garrett,Stubbs,garrett,stubbs,stubbga01
2023,PHI,Cristian Pache,720000,Cristian,Pache,cristian,pache,pachecr01
2023,PHI,Johan Rojas,344519,Johan,Rojas,johan,rojas,rojasjo03
2023,PHI,Nick Nelson,144180,Nick,Nelson,nick,nelson,nelsoni01
2023,PHI,Weston Wilson,73549,Weston,Wilson,weston,wilson,wilsowe01
2023,PHI,Orion Kerkering,34839,Orion,Kerkering,orion,kerkering,kerkeor01
2023,PHI,Rhys Hoskins,12000000,Rhys,Hoskins,rhys,hoskins,hoskirh01
2023,PHI,Dylan Covey,507101,Dylan,Covey,dylan,covey,coveydy01
2023,PHI,Erich Uelmen,23226,Erich,Uelmen,erich,uelmen,uelmeer01
2023,ATL,Matt Olson,21000000,Matt,Olson,matt,olson,olsonma02
2023,ATL,Ronald Acuna Jr.,17000000,Ronald,Acuna,ronald,acuna,acunaro01
2023,ATL,Marcell Ozuna,16000000,Marcell,Ozuna,marcell,ozuna,ozunama01
2023,ATL,Raisel Iglesias,16000000,Raisel,Iglesias,raisel,iglesias,iglesra01
2023,ATL,Austin Riley,15000000,Austin,Riley,austin,riley,rileyau01
2023,ATL,Max Fried,13500000,Max,Fried,max,fried,friedma01
2023,ATL,Eddie Rosario,9000000,Eddie,Rosario,eddie,rosario,rosared01
2023,ATL,Travis d'Arnaud,8000000,Travis,d'Arnaud,travis,darnaud,darnatr01
2023,ATL,Ozzie Albies,7000000,Ozzie,Albies,ozzie,albies,albieoz01
2023,ATL,Kirby Yates,6000000,Kirby,Yates,kirby,yates,yateski01
2023,ATL,"II

Michael Harris II",5576627,Michael,Harris,michael,harris,harrimi04
2023,ATL,A.J. Minter,4287500,A.J.,Minter,aj,minter,minteaj01
2023,ATL,Sean Murphy,4000000,Sean,Murphy,sean,murphy,murphse01
2023,ATL,Kevin Pillar,3000000,Kevin,Pillar,kevin,pillar,pillake01
2023,ATL,Joe Jimenez,2765000,Joe,Jimenez,joe,jimenez,jimenjo01
2023,ATL,Spencer Strider,2692833,Spencer,Strider,spencer,strider,stridsp01
2023,ATL,Pierce Johnson,2604858,Pierce,Johnson,pierce,johnson,johnspi01
2023,ATL,Orlando Arcia,2300000,Orlando,Arcia,orlando,arcia,arciaor01
2023,ATL,Brad Hand,1491965,Brad,Hand,brad,hand,handbr01
2023,ATL,Nicky Lopez,1233304,Nicky,Lopez,nicky,lopez,lopezni01
2023,ATL,Jesse Chavez,1200000,Jesse,Chavez,jesse,chavez,chaveje01
2023,ATL,Bryce Elder,1112639,Bryce,Elder,bryce,elder,elderbr01
2023,ATL,Michael Tonkin,750000,Michael,Tonkin,michael,tonkin,tonkimi01
2023,ATL,Daysbel Hernandez,270970,Daysbel,Hernandez,daysbel,hernandez,hernada01
2023,ATL,Forrest Wall,224518,Forrest,Wall,forrest,wall,wallfo01
2023,ATL,Luke Williams,220647,Luke,Williams,luke,williams,willilu01
2023,ATL,Vaughn Grissom,139356,Vaughn,Grissom,vaughn,grissom,grissva01
2023,ATL,"Shawver

AJ Smith-Shawver",135485,"Shawver

AJ",Smith-Shawver,shawveraj,smithshawver,smithsh01
2023,ATL,Dylan Dodd,77420,Dylan,Dodd,dylan,dodd,dodddy01
2023,ATL,Allan Winans,42581,Allan,Winans,allan,winans,winanal01
2023,ATL,Charlie Morton,20000000,Charlie,Morton,charlie,morton,mortoch01
2023,ATL,Collin McHugh,5000000,Collin,McHugh,collin,mchugh,mchugco01
2023,ATL,Michael Soroka,2800000,Michael,Soroka,michael,soroka,sorokmi01
2023,ATL,Tyler Matzek,1200000,Tyler,Matzek,tyler,matzek,matzety01
2023,ATL,Nick Anderson,875000,Nick,Anderson,nick,anderson,anderni01
2023,ATL,Kolby Allard,750000,Kolby,Allard,kolby,allard,allarko01
2023,ATL,Kyle Wright,750000,Kyle,Wright,kyle,wright,wrighky01
2023,ATL,Huascar Ynoa,750000,Huascar,Ynoa,huascar,ynoa,ynoahu01
2023,ATL,Sam Hilliard,750000,Sam,Hilliard,sam,hilliard,hillisa01
2023,ATL,Dylan Lee,726125,Dylan,Lee,dylan,lee,leedy01
2023,ATL,Yonny Chirinos,479850,Yonny,Chirinos,yonny,chirinos,chiriyo01
2023,ATL,Jackson Stephens,79560,Jackson,Stephens,jackson,stephens,stephja01
2023,NYM,Francisco Lindor,27000000,Francisco,Lindor,francisco,lindor,lindofr01
2023,NYM,Kodai Senga,19000000,Kodai,Senga,kodai,senga,sengako01
2023,NYM,Pete Alonso,14500000,Pete,Alonso,pete,alonso,alonspe01
2023,NYM,Jose Quintana,13000000,Jose,Quintana,jose,quintana,quintjo01
2023,NYM,Omar Narvaez,8000000,Omar,Narvaez,omar,narvaez,narvaom01
2023,NYM,Adam Ottavino,4750000,Adam,Ottavino,adam,ottavino,ottavad01
2023,NYM,Brooks Raley,4500000,Brooks,Raley,brooks,raley,raleybr01
2023,NYM,Luis Guillorme,1600000,Luis,Guillorme,luis,guillorme,guilllu01
2023,NYM,Dan Vogelbach,1500000,Dan,Vogelbach,dan,vogelbach,vogelda01
2023,NYM,Tim Locastro,1400000,Tim,Locastro,tim,locastro,locasti01
2023,NYM,Drew Smith,1300000,Drew,Smith,drew,smith,smithdr01
2023,NYM,Francisco Alvarez,1070284,Francisco,Alvarez,francisco,alvarez,alvarfr01
2023,NYM,David Peterson,750000,David,Peterson,david,peterson,peterda01
2023,NYM,Trevor Gott,580680,Trevor,Gott,trevor,gott,gotttr01
2023,NYM,Tylor Megill,572544,Tylor,Megill,tylor,megill,megilty01
2023,NYM,Brett Baty,549682,Brett,Baty,brett,baty,batybr01
2023,NYM,Danny Mendick,435456,Danny,Mendick,danny,mendick,mendida01
2023,NYM,Mark Vientos,402584,Mark,Vientos,mark,vientos,vientma01
2023,NYM,D.J. Stewart,344519,D.J.,Stewart,dj,stewart,stewadj01
2023,NYM,Grant Hartwig,344519,Grant,Hartwig,grant,hartwig,hartwgr01
2023,NYM,Phil Bickford,242658,Phil,Bickford,phil,bickford,bickfph01
2023,NYM,Rafael Ortega,236131,Rafael,Ortega,rafael,ortega,ortegra01
2023,NYM,Jose Butto,154840,Jose,Butto,jose,butto,buttojo01
2023,NYM,Reed Garrett,120001,Reed,Garrett,reed,garrett,garrere01
2023,NYM,Ronny Mauricio,116130,Ronny,Mauricio,ronny,mauricio,mauriro01
2023,NYM,Denyi Reyes,108864,Denyi,Reyes,denyi,reyes,reyesde01
2023,NYM,Michael Perez,46452,Michael,Perez,michael,perez,perezmi03
2023,NYM,Anthony Kay,27097,Anthony,Kay,anthony,kay,kayan01
2023,NYM,Starling Marte,22000000,Starling,Marte,starling,marte,martest01
2023,NYM,Brandon Nimmo,20250000,Brandon,Nimmo,brandon,nimmo,nimmobr01
2023,NYM,Carlos Carrasco,14000000,Carlos,Carrasco,carlos,carrasco,carraca01
2023,NYM,Jeff McNeil,6250000,Jeff,McNeil,jeff,mcneil,mcneije01
2023,NYM,Elieser Hernandez,1600000,Elieser,Hernandez,elieser,hernandez,hernael01
2023,NYM,Bryce Montes de Oca,722500,Bryce Montes de,Oca,brycemontesde,oca,ocabr01
2023,NYM,John Curtiss,408366,John,Curtiss,john,curtiss,curtijo01
2023,NYM,Josh Walker,317422,Josh,Walker,josh,walker,walkejo02
2023,NYM,Sean Reid-Foley,150969,Sean,Reid-Foley,sean,reidfoley,reidfse01
2023,WSH,Patrick Corbin,24000000,Patrick,Corbin,patrick,corbin,corbipa01
2023,WSH,Keibert Ruiz,4000000,Keibert,Ruiz,keibert,ruiz,ruizke01
2023,WSH,Kyle Finnegan,2325000,Kyle,Finnegan,kyle,finnegan,finneky01
2023,WSH,Lane Thomas,2200000,Lane,Thomas,lane,thomas,thomala02
2023,WSH,Dominic Smith,2000000,Dominic,Smith,dominic,smith,smithdo02
2023,WSH,Tanner Rainey,1500000,Tanner,Rainey,tanner,rainey,raineta01
2023,WSH,Josiah Gray,1041171,Josiah,Gray,josiah,gray,grayjo01
2023,WSH,CJ Abrams,1021223,CJ,Abrams,cj,abrams,abramcj01
2023,WSH,Michael Chavis,1000000,Michael,Chavis,michael,chavis,chavimi01
2023,WSH,Ildemaro Vargas,975000,Ildemaro,Vargas,ildemaro,vargas,vargail01
2023,WSH,Hunter Harvey,870000,Hunter,Harvey,hunter,harvey,harvehu01
2023,WSH,Joey Meneses,723300,Joey,Meneses,joey,meneses,menesjo01
2023,WSH,Thad Ward,720000,Thad,Ward,thad,ward,wardth01
2023,WSH,Alex Call,648127,Alex,Call,alex,call,callal01
2023,WSH,Luis Garcia,584825,Luis,Garcia,luis,garcia,garcilu04
2023,WSH,Jordan Weems,460649,Jordan,Weems,jordan,weems,weemsjo01
2023,WSH,Andres Machado,402584,Andres,Machado,andres,machado,machaan01
2023,WSH,Jose Ferrer,356132,Jose,Ferrer,jose,ferrer,ferrejo01
2023,WSH,Cory Abbott,352261,Cory,Abbott,cory,abbott,abbotco01
2023,WSH,Carter Kieboom,323326,Carter,Kieboom,carter,kieboom,kieboca01
2023,WSH,Jake Alu,274841,Jake,Alu,jake,alu,aluja01
2023,WSH,Joan Adon,259357,Joan,Adon,joan,adon,adonjo01
2023,WSH,Joe La Sorsa,247744,Joe La,Sorsa,joela,sorsa,sorsajo01
2023,WSH,Blake Rutherford,139356,Blake,Rutherford,blake,rutherford,ruthebl01
2023,WSH,Jacob Young,139356,Jacob,Young,jacob,young,youngja03
2023,WSH,Drew Millas,131614,Drew,Millas,drew,millas,milladr01
2023,WSH,Jackson Rutledge,69678,Jackson,Rutledge,jackson,rutledge,rutleja01
2023,WSH,Stephen Strasburg,23571428,Stephen,Strasburg,stephen,strasburg,strasst01
2023,WSH,Victor Robles,2325000,Victor,Robles,victor,robles,roblevi01
2023,WSH,Victor Arano,925000,Victor,Arano,victor,arano,aranovi01
2023,WSH,Riley Adams,728800,Riley,Adams,riley,adams,adamsri03
2023,WSH,MacKenzie Gore,723300,MacKenzie,Gore,mackenzie,gore,gorema01
2023,WSH,Cade Cavalli,720200,Cade,Cavalli,cade,cavalli,cavalca01
2023,WSH,Stone Garrett,704516,Stone,Garrett,stone,garrett,garrest01
2023,WSH,Jake Irvin,584521,Jake,Irvin,jake,irvin,irvinja01
2023,WSH,Travis Blankenhorn,116130,Travis,Blankenhorn,travis,blankenhorn,blanktr01
2023,MIA,Jorge Soler,19000000,Jorge,Soler,jorge,soler,solerjo01
2023,MIA,Luis Arraez,6100000,Luis,Arraez,luis,arraez,arraelu01
2023,MIA,Johnny Cueto,6000000,Johnny,Cueto,johnny,cueto,cuetojo01
2023,MIA,Josh Bell,5411310,Josh,Bell,josh,bell,belljo02
2023,MIA,David Robertson,3494595,David,Robertson,david,robertson,roberda01
2023,MIA,Jacob Stallings,3350000,Jacob,Stallings,jacob,stallings,stallja01
2023,MIA,Tanner Scott,2825000,Tanner,Scott,tanner,scott,scottta01
2023,MIA,Jesus Luzardo,2450000,Jesus,Luzardo,jesus,luzardo,luzarje01
2023,MIA,Jon Berti,2100000,Jon,Berti,jon,berti,bertijo01
2023,MIA,Yulieski Gurriel,1250000,Yulieski,Gurriel,yulieski,gurriel,gurriyu01
2023,MIA,Braxton Garrett,1198898,Braxton,Garrett,braxton,garrett,garrebr01
2023,MIA,Jazz Chisholm,1057018,Jazz,Chisholm,jazz,chisholm,chishja01
2023,MIA,Jesus Sanchez,992236,Jesus,Sanchez,jesus,sanchez,sanchje02
